# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1646       4.919498284040e-11       2.815268104802e-12      -3.553608279447e-12       0.000000000000e+00       7.497383417121e-16       5.393878958199e-17       3.876462843953e-17 
 1647       4.920401289786e-11       2.802605820588e-12      -3.602573842926e-12       0.000000000000e+00       7.478274254341e-16       5.313728533272e-17       3.858318410905e-17 
 1648       4.921659641936e-11       2.789662330793e-12      -3.650688132396e-12       0.000000000000e+00       7.459223014991e-16       5.236587324537e-17       3.839853830135e-17 
 1649       4.923265160770e-11       2.776443131991e-12      -3.697938819970e-12       0.000000000000e+00       7.440229519211e-16       5.162282705650e-17       3.821072569901e-17 
 1650       4.925209622119e-11       2.762953750826e-12      -3.744313530221e-12       0.000000000000e+00       7.421293584968e-16       5.090641171110e-17       3.801978119073e-17 
 1651       4.927484757291e-11       2.749199744067e-12      -3.789799840118e-12       0.000000000000e+00       7.402415028055e-16       5.021488334908e-17       3.782573987170e-17 
 1652       4.930082253002e-11       2.735186698650e-12      -3.834385278961e-12       0.000000000000e+00       7.383593662084e-16       4.954648929173e-17       3.762863704391e-17 
 1653       4.932993751311e-11       2.720920231725e-12      -3.878057328315e-12       0.000000000000e+00       7.364829298483e-16       4.889946802820e-17       3.742850821650e-17 
 1654       4.936210849541e-11       2.706405990706e-12      -3.920803421944e-12       0.000000000000e+00       7.346121746490e-16       4.827204920196e-17       3.722538910608e-17 
 1655       4.939725100220e-11       2.691649653318e-12      -3.962610945744e-12       0.000000000000e+00       7.327470813154e-16       4.766245359722e-17       3.701931563703e-17 
 1656       4.943528011003e-11       2.676656927642e-12      -4.003467237682e-12       0.000000000000e+00       7.308876303325e-16       4.706889312547e-17       3.681032394189e-17 
 1657       4.947611044605e-11       2.661433552163e-12      -4.043359587725e-12       0.000000000000e+00       7.290338019653e-16       4.648957081188e-17       3.659845036165e-17 
 1658       4.951965618733e-11       2.645985295818e-12      -4.082275237777e-12       0.000000000000e+00       7.271855762583e-16       4.592268078180e-17       3.638373144609e-17 
 1659       4.956583106012e-11       2.630317958044e-12      -4.120201381614e-12       0.000000000000e+00       7.253429330352e-16       4.536640824723e-17       3.616620395409e-17 
 1660       4.961454833919e-11       2.614437368822e-12      -4.157125164819e-12       0.000000000000e+00       7.235058518983e-16       4.481892949322e-17       3.594590485402e-17 
 1661       4.966572084714e-11       2.598349388726e-12      -4.193033684712e-12       0.000000000000e+00       7.216743122284e-16       4.427841186444e-17       3.572287132399e-17 
 1662       4.971926095365e-11       2.582059908973e-12      -4.227913990289e-12       0.000000000000e+00       7.198482931840e-16       4.374301375155e-17       3.549714075224e-17 
 1663       4.977508057482e-11       2.565574851466e-12      -4.261753082156e-12       0.000000000000e+00       7.180277737011e-16       4.321088457772e-17       3.526875073745e-17 
 1664       4.983309117249e-11       2.548900168841e-12      -4.294537912461e-12       0.000000000000e+00       7.162127324929e-16       4.268016478505e-17       3.503773908907e-17 
 1665       4.989320375349e-11       2.532041844518e-12      -4.326255384829e-12       0.000000000000e+00       7.144031480491e-16       4.214898582109e-17       3.480414382765e-17 
 1666       4.995532886897e-11       2.515005892747e-12      -4.356892354299e-12       0.000000000000e+00       7.125989986358e-16       4.161547012526e-17       3.456800318516e-17 
 1667       5.001937661373e-11       2.497798358652e-12      -4.386435627255e-12       0.000000000000e+00       7.108002622948e-16       4.107773111532e-17       3.432935560536e-17 
 1668       5.008525662547e-11       2.480425318282e-12      -4.414871961362e-12       0.000000000000e+00       7.090069168435e-16       4.053387317386e-17       3.408823974406e-17 
 1669       5.015287808412e-11       2.462892878657e-12      -4.442188065502e-12       0.000000000000e+00       7.072189398741e-16       3.998199163474e-17       3.384469446954e-17 
 1670       5.022214971115e-11       2.445207177813e-12      -4.468370599706e-12       0.000000000000e+00       7.054363087536e-16       3.942017276956e-17       3.359875886279e-17 
 1671       5.029297976884e-11       2.427374384855e-12      -4.493406175087e-12       0.000000000000e+00       7.036590006231e-16       3.884649377413e-17       3.335047221792e-17 
 1672       5.036527605963e-11       2.409400699996e-12      -4.517281353780e-12       0.000000000000e+00       7.018869923976e-16       3.825902275491e-17       3.309987404241e-17 
 1673       5.043894592537e-11       2.391292354611e-12      -4.539982648870e-12       0.000000000000e+00       7.001202607653e-16       3.765581871553e-17       3.284700405752e-17 
 1674       5.051389624666e-11       2.373055611282e-12      -4.561496524332e-12       0.000000000000e+00       6.983587821876e-16       3.703493154319e-17       3.259190219856e-17 
 1675       5.059003695082e-11       2.354696713998e-12      -4.581812560049e-12       0.000000000000e+00       6.966025346680e-16       3.639491981073e-17       3.233460820314e-17 
 1676       5.066729157072e-11       2.336221738195e-12      -4.600932977253e-12       0.000000000000e+00       6.948515030784e-16       3.573640915609e-17       3.207516037118e-17 
 1677       5.074558677677e-11       2.317636739503e-12      -4.618863196157e-12       0.000000000000e+00       6.931056738784e-16       3.506054748805e-17       3.181359679472e-17 
 1678       5.082484887612e-11       2.298947803513e-12      -4.635608678489e-12       0.000000000000e+00       6.913650333501e-16       3.436848841472e-17       3.154995576934e-17 
 1679       5.090500381204e-11       2.280161045828e-12      -4.651174927565e-12       0.000000000000e+00       6.896295675970e-16       3.366139125215e-17       3.128427579452e-17 
 1680       5.098597716343e-11       2.261282612103e-12      -4.665567488353e-12       0.000000000000e+00       6.878992625446e-16       3.294042103294e-17       3.101659557390e-17 
 1681       5.106769414423e-11       2.242318678096e-12      -4.678791947547e-12       0.000000000000e+00       6.861741039392e-16       3.220674851479e-17       3.074695401563e-17 
 1682       5.115007960291e-11       2.223275449705e-12      -4.690853933635e-12       0.000000000000e+00       6.844540773479e-16       3.146155018916e-17       3.047539023266e-17 
 1683       5.123305802188e-11       2.204159163022e-12      -4.701759116970e-12       0.000000000000e+00       6.827391681585e-16       3.070600828985e-17       3.020194354308e-17 
 1684       5.131655351700e-11       2.184976084370e-12      -4.711513209837e-12       0.000000000000e+00       6.810293615787e-16       2.994131080156e-17       2.992665347040e-17 
 1685       5.140048983696e-11       2.165732510353e-12      -4.720121966525e-12       0.000000000000e+00       6.793246426363e-16       2.916865146855e-17       2.964955974388e-17 
 1686       5.148479036281e-11       2.146434767900e-12      -4.727591183397e-12       0.000000000000e+00       6.776249961783e-16       2.838922980317e-17       2.937070229884e-17 
 1687       5.156937810732e-11       2.127089214310e-12      -4.733926698959e-12       0.000000000000e+00       6.759304068710e-16       2.760425109454e-17       2.909012127699e-17 
 1688       5.165417571454e-11       2.107702237297e-12      -4.739134393928e-12       0.000000000000e+00       6.742408591995e-16       2.681492641708e-17       2.880785702671e-17 
 1689       5.173910545915e-11       2.088280255033e-12      -4.743220191305e-12       0.000000000000e+00       6.725563374674e-16       2.602247263912e-17       2.852395010337e-17 
 1690       5.182408924599e-11       2.068829716199e-12      -4.746190056441e-12       0.000000000000e+00       6.708768257962e-16       2.522811243156e-17       2.823844126967e-17 
 1691       5.190904860947e-11       2.049357100021e-12      -4.748049997111e-12       0.000000000000e+00       6.692023081256e-16       2.443307427637e-17       2.795137149592e-17 
 1692       5.199390471302e-11       2.029868916324e-12      -4.748806063579e-12       0.000000000000e+00       6.675327682125e-16       2.363859247527e-17       2.766278196037e-17 
 1693       5.207857834857e-11       2.010371705573e-12      -4.748464348671e-12       0.000000000000e+00       6.658681896310e-16       2.284590715829e-17       2.737271404952e-17 
 1694       5.216298993599e-11       1.990872038916e-12      -4.747030987846e-12       0.000000000000e+00       6.642085557720e-16       2.205626429237e-17       2.708120935844e-17 
 1695       5.224705952252e-11       1.971376518234e-12      -4.744512159259e-12       0.000000000000e+00       6.625538498429e-16       2.127091568999e-17       2.678830969106e-17 
 1696       5.233070678226e-11       1.951891776181e-12      -4.740914083840e-12       0.000000000000e+00       6.609040548673e-16       2.049111901771e-17       2.649405706050e-17 
 1697       5.241385101559e-11       1.932424476233e-12      -4.736243025355e-12       0.000000000000e+00       6.592591536844e-16       1.971813780484e-17       2.619849368939e-17 
 1698       5.249641114865e-11       1.912981312733e-12      -4.730505290482e-12       0.000000000000e+00       6.576191289490e-16       1.895324145197e-17       2.590166201015e-17 
 1699       5.257830573275e-11       1.893569010930e-12      -4.723707228877e-12       0.000000000000e+00       6.559839631311e-16       1.819770523963e-17       2.560360466535e-17 
 1700       5.265945294389e-11       1.874194327035e-12      -4.715855233245e-12       0.000000000000e+00       6.543536385154e-16       1.745281033683e-17       2.530436450799e-17 
 1701       5.273977058213e-11       1.854864048254e-12      -4.706955739412e-12       0.000000000000e+00       6.527281372010e-16       1.671984380972e-17       2.500398460180e-17 
 1702       5.281917607111e-11       1.835584992843e-12      -4.697015226389e-12       0.000000000000e+00       6.511074411013e-16       1.600009863012e-17       2.470250822160e-17 
 1703       5.289758645747e-11       1.816364010147e-12      -4.686040216448e-12       0.000000000000e+00       6.494915319434e-16       1.529487368420e-17       2.439997885357e-17 
 1704       5.297491841031e-11       1.797207980646e-12      -4.674037275186e-12       0.000000000000e+00       6.478803912678e-16       1.460547378099e-17       2.409644019557e-17 
 1705       5.305108822062e-11       1.778123816005e-12      -4.661013011601e-12       0.000000000000e+00       6.462740004283e-16       1.393320966106e-17       2.379193615749e-17 
 1706       5.312601180079e-11       1.759118459111e-12      -4.646974078155e-12       0.000000000000e+00       6.446723405913e-16       1.327939800506e-17       2.348651086151e-17 
 1707       5.319960468399e-11       1.740198884123e-12      -4.631927170848e-12       0.000000000000e+00       6.430753927357e-16       1.264536144235e-17       2.318020864243e-17 
 1708       5.327178202366e-11       1.721372096519e-12      -4.615879029288e-12       0.000000000000e+00       6.414831376527e-16       1.203242855958e-17       2.287307404801e-17 
 1709       5.334245859299e-11       1.702645133136e-12      -4.598836436758e-12       0.000000000000e+00       6.398955559451e-16       1.144193390930e-17       2.256515183923e-17 
 1710       5.341154878431e-11       1.684025062218e-12      -4.580806220288e-12       0.000000000000e+00       6.383126280272e-16       1.087521801858e-17       2.225648699068e-17 
 1711       5.347896660857e-11       1.665518983459e-12      -4.561795250721e-12       0.000000000000e+00       6.367343341244e-16       1.033362739755e-17       2.194712469077e-17 
 1712       5.354462569482e-11       1.647134028053e-12      -4.541810442790e-12       0.000000000000e+00       6.351606542730e-16       9.818514548062e-18       2.163711034215e-17 
 1713       5.360843928962e-11       1.628877358732e-12      -4.520858755179e-12       0.000000000000e+00       6.335915683196e-16       9.331237972240e-18       2.132648956194e-17 
 1714       5.367032969424e-11       1.610755562394e-12      -4.498948816810e-12       0.000000000000e+00       6.320270574037e-16       8.872869339032e-18       2.101530624593e-17 
 1715       5.373025666548e-11       1.592772822201e-12      -4.476095820727e-12       0.000000000000e+00       6.304671084188e-16       8.443312232892e-18       2.070359674231e-17 
 1716       5.378818925618e-11       1.574932729968e-12      -4.452316672123e-12       0.000000000000e+00       6.289117095887e-16       8.042175899371e-18       2.039139562884e-17 
 1717       5.384409639936e-11       1.557238892181e-12      -4.427628366062e-12       0.000000000000e+00       6.273608489878e-16       7.669067401025e-18       2.007873764470e-17 
 1718       5.389794690808e-11       1.539694930029e-12      -4.402047987610e-12       0.000000000000e+00       6.258145145410e-16       7.323591614060e-18       1.976565769069e-17 
 1719       5.394970947521e-11       1.522304479412e-12      -4.375592711976e-12       0.000000000000e+00       6.242726940235e-16       7.005351224975e-18       1.945219082953e-17 
 1720       5.399935267334e-11       1.505071190972e-12      -4.348279804644e-12       0.000000000000e+00       6.227353750601e-16       6.713946727208e-18       1.913837228606e-17 
 1721       5.404684495457e-11       1.487998730106e-12      -4.320126621513e-12       0.000000000000e+00       6.212025451256e-16       6.448976417778e-18       1.882423744744e-17 
 1722       5.409215465037e-11       1.471090776990e-12      -4.291150609027e-12       0.000000000000e+00       6.196741915438e-16       6.210036393933e-18       1.850982186346e-17 
 1723       5.413524997140e-11       1.454351026597e-12      -4.261369304320e-12       0.000000000000e+00       6.181503014878e-16       5.996720549786e-18       1.819516124670e-17 
 1724       5.417609900737e-11       1.437783188720e-12      -4.230800335342e-12       0.000000000000e+00       6.166308619795e-16       5.808620572967e-18       1.788029147282e-17 
 1725       5.421466972685e-11       1.421390987990e-12      -4.199461421004e-12       0.000000000000e+00       6.151158598891e-16       5.645325941264e-18       1.756524858075e-17 
 1726       5.425092997715e-11       1.405178163897e-12      -4.167370371309e-12       0.000000000000e+00       6.136052819354e-16       5.506423919266e-18       1.725006877295e-17 
 1727       5.428484748409e-11       1.389148470810e-12      -4.134545087489e-12       0.000000000000e+00       6.120991146849e-16       5.391499555007e-18       1.693478841562e-17 
 1728       5.431638985190e-11       1.373305677997e-12      -4.101003562141e-12       0.000000000000e+00       6.105973445519e-16       5.300135676613e-18       1.661944403898e-17 
 1729       5.434552456305e-11       1.357653569647e-12      -4.066763879365e-12       0.000000000000e+00       6.090999577982e-16       5.231912888941e-18       1.630407233745e-17 
 1730       5.437221897803e-11       1.342195944888e-12      -4.031844214898e-12       0.000000000000e+00       6.076069405327e-16       5.186409570229e-18       1.598871016991e-17 
 1731       5.439644033527e-11       1.326936617809e-12      -3.996262836250e-12       0.000000000000e+00       6.061182787112e-16       5.163201868733e-18       1.567339455993e-17 
 1732       5.441815575091e-11       1.311879417480e-12      -3.960038102841e-12       0.000000000000e+00       6.046339581360e-16       5.161863699378e-18       1.535816269600e-17 
 1733       5.443733221868e-11       1.297028187970e-12      -3.923188466138e-12       0.000000000000e+00       6.031539644560e-16       5.181966740398e-18       1.504305193179e-17 
 1734       5.445393660971e-11       1.282386788372e-12      -3.885732469789e-12       0.000000000000e+00       6.016782831659e-16       5.223080429978e-18       1.472809978633e-17 
 1735       5.446793567239e-11       1.267959092818e-12      -3.847688749760e-12       0.000000000000e+00       6.002068996064e-16       5.284771962905e-18       1.441334394430e-17 
 1736       5.447929603218e-11       1.253748990502e-12      -3.809076034473e-12       0.000000000000e+00       5.987397989635e-16       5.366606287204e-18       1.409882225620e-17 
 1737       5.448798419148e-11       1.239760385701e-12      -3.769913144936e-12       0.000000000000e+00       5.972769662686e-16       5.468146100787e-18       1.378457273867e-17 
 1738       5.449396652945e-11       1.225997197795e-12      -3.730218994889e-12       0.000000000000e+00       5.958183863981e-16       5.588951848096e-18       1.347063357465e-17 
 1739       5.449720930183e-11       1.212463361283e-12      -3.690012590930e-12       0.000000000000e+00       5.943640440729e-16       5.728581716747e-18       1.315704311363e-17 
 1740       5.449767864082e-11       1.199162825811e-12      -3.649313032657e-12       0.000000000000e+00       5.929139238586e-16       5.886591634171e-18       1.284383987190e-17 
 1741       5.449534055488e-11       1.186099556185e-12      -3.608139512803e-12       0.000000000000e+00       5.914680101647e-16       6.062535264264e-18       1.253106253280e-17 
 1742       5.449016092858e-11       1.173277532395e-12      -3.566511317372e-12       0.000000000000e+00       5.900262872448e-16       6.255964004025e-18       1.221874994688e-17 
 1743       5.448210552243e-11       1.160700749637e-12      -3.524447825774e-12       0.000000000000e+00       5.885887391958e-16       6.466426980203e-18       1.190694113224e-17 
 1744       5.447113997276e-11       1.148373218327e-12      -3.481968510962e-12       0.000000000000e+00       5.871553499582e-16       6.693471045942e-18       1.159567527465e-17 
 1745       5.445722979147e-11       1.136298964128e-12      -3.439092939568e-12       0.000000000000e+00       5.857261033154e-16       6.936640777422e-18       1.128499172788e-17 
 1746       5.444034036597e-11       1.124482027966e-12      -3.395840772039e-12       0.000000000000e+00       5.843009828937e-16       7.195478470504e-18       1.097493001389e-17 
 1747       5.442043695894e-11       1.112926466053e-12      -3.352231762775e-12       0.000000000000e+00       5.828799721618e-16       7.469524137375e-18       1.066552982304e-17 
 1748       5.439748470820e-11       1.101636349905e-12      -3.308285760260e-12       0.000000000000e+00       5.814630544307e-16       7.758315503193e-18       1.035683101439e-17 
 1749       5.437144862655e-11       1.090615766362e-12      -3.264022707204e-12       0.000000000000e+00       5.800502128534e-16       8.061388002727e-18       1.004887361585e-17 
 1750       5.434229360158e-11       1.079868817613e-12      -3.219462640676e-12       0.000000000000e+00       5.786414304244e-16       8.378274777005e-18       9.741697824508e-18 
 1751       5.430998439555e-11       1.069399621209e-12      -3.174625692238e-12       0.000000000000e+00       5.772366899797e-16       8.708506669955e-18       9.435344006770e-18 
 1752       5.427448564519e-11       1.059212310090e-12      -3.129532088088e-12       0.000000000000e+00       5.758359741966e-16       9.051612225051e-18       9.129852698660e-18 
 1753       5.423577112338e-11       1.049310256780e-12      -3.084201604088e-12       0.000000000000e+00       5.744392668433e-16       9.407167531816e-18       8.825262101981e-18 
 1754       5.419385160893e-11       1.039693738863e-12      -3.038651925627e-12       0.000000000000e+00       5.730465565412e-16       9.774946227026e-18       8.521600549558e-18 
 1755       5.414874724909e-11       1.030362254065e-12      -2.992900274341e-12       0.000000000000e+00       5.716578330337e-16       1.015477073889e-17       8.218893977574e-18 
 1756       5.410047831909e-11       1.021315294290e-12      -2.946963952087e-12       0.000000000000e+00       5.702730859387e-16       1.054646254944e-17       7.917168424038e-18 
 1757       5.404906522225e-11       1.012552345617e-12      -2.900860341058e-12       0.000000000000e+00       5.688923047478e-16       1.094984219311e-17       7.616450028923e-18 
 1758       5.399452849028e-11       1.004072888284e-12      -2.854606903896e-12       0.000000000000e+00       5.675154788269e-16       1.136472925532e-17       7.316765034303e-18 
 1759       5.393688878340e-11       9.958763966813e-13      -2.808221183808e-12       0.000000000000e+00       5.661425974153e-16       1.179094237108e-17       7.018139784485e-18 
 1760       5.387616689057e-11       9.879623393414e-13      -2.761720804681e-12       0.000000000000e+00       5.647736496261e-16       1.222829922358e-17       6.720600726150e-18 
 1761       5.381238372970e-11       9.803301789273e-13      -2.715123471198e-12       0.000000000000e+00       5.634086244451e-16       1.267661654275e-17       6.424174408484e-18 
 1762       5.374556034785e-11       9.729793722241e-13      -2.668446968949e-12       0.000000000000e+00       5.620475107316e-16       1.313571010391e-17       6.128887483317e-18 
 1763       5.367571792137e-11       9.659093701279e-13      -2.621709164549e-12       0.000000000000e+00       5.606902972173e-16       1.360539472629e-17       5.834766705259e-18 
 1764       5.360287775619e-11       9.591196176366e-13      -2.574928005753e-12       0.000000000000e+00       5.593369725067e-16       1.408548427167e-17       5.541838931834e-18 
 1765       5.352706128796e-11       9.526095538396e-13      -2.528121521569e-12       0.000000000000e+00       5.579875250765e-16       1.457579164293e-17       5.250131123615e-18 
 1766       5.344829008225e-11       9.463786119075e-13      -2.481307822373e-12       0.000000000000e+00       5.566419432754e-16       1.507612878267e-17       4.959670344363e-18 
 1767       5.336658583477e-11       9.404262190825e-13      -2.434505100026e-12       0.000000000000e+00       5.553002153242e-16       1.558630667181e-17       4.670483761163e-18 
 1768       5.328197037157e-11       9.347517966684e-13      -2.387731627986e-12       0.000000000000e+00       5.539623293151e-16       1.610613532814e-17       4.382598644555e-18 
 1769       5.319446564921e-11       9.293547600203e-13      -2.341005761425e-12       0.000000000000e+00       5.526282732120e-16       1.663542380492e-17       4.096042368674e-18 
 1770       5.310409375499e-11       9.242345185346e-13      -2.294345937342e-12       0.000000000000e+00       5.512980348497e-16       1.717398018949e-17       3.810842411388e-18 
 1771       5.301087690713e-11       9.193904756394e-13      -2.247770674680e-12       0.000000000000e+00       5.499716019341e-16       1.772161160186e-17       3.527026354426e-18 
 1772       5.291483745498e-11       9.148220287841e-13      -2.201298574438e-12       0.000000000000e+00       5.486489620419e-16       1.827812419326e-17       3.244621883522e-18 
 1773       5.281599787922e-11       9.105285694296e-13      -2.154948319789e-12       0.000000000000e+00       5.473301026202e-16       1.884332314478e-17       2.963656788546e-18 
 1774       5.271438079204e-11       9.065094830382e-13      -2.108738676192e-12       0.000000000000e+00       5.460150109866e-16       1.941701266592e-17       2.684158963642e-18 
 1775       5.261000893736e-11       9.027641490635e-13      -2.062688491508e-12       0.000000000000e+00       5.447036743285e-16       1.999899599322e-17       2.406156407364e-18 
 1776       5.250290519102e-11       8.992919409406e-13      -2.016816696115e-12       0.000000000000e+00       5.433960797033e-16       2.058907538878e-17       2.129677222809e-18 
 1777       5.239309256098e-11       8.960922260760e-13      -1.971142303024e-12       0.000000000000e+00       5.420922140381e-16       2.118705213895e-17       1.854749617756e-18 
 1778       5.228059418752e-11       8.931643658378e-13      -1.925684407991e-12       0.000000000000e+00       5.407920641291e-16       2.179272655283e-17       1.581401904802e-18 
 1779       5.216543334344e-11       8.905077155451e-13      -1.880462189633e-12       0.000000000000e+00       5.394956166420e-16       2.240589796089e-17       1.309662501495e-18 
 1780       5.204763343424e-11       8.881216244586e-13      -1.835494909545e-12       0.000000000000e+00       5.382028581112e-16       2.302636471359e-17       1.039559930472e-18 
 1781       5.192721799835e-11       8.860054357705e-13      -1.790801912410e-12       0.000000000000e+00       5.369137749400e-16       2.365392417991e-17       7.711228195954e-19 
 1782       5.180421070732e-11       8.841584865942e-13      -1.746402626119e-12       0.000000000000e+00       5.356283534001e-16       2.428837274601e-17       5.043799020860e-19 
 1783       5.167863536600e-11       8.825801079545e-13      -1.702316561884e-12       0.000000000000e+00       5.343465796314e-16       2.492950581374e-17       2.393600166622e-19 
 1784       5.155051591275e-11       8.812696247776e-13      -1.658563314349e-12       0.000000000000e+00       5.330684396420e-16       2.557711779931e-17      -2.390789232639e-20 
 1785       5.141987641966e-11       8.802263558812e-13      -1.615162561713e-12       0.000000000000e+00       5.317939193078e-16       2.623100213181e-17      -2.853947747620e-19 
 1786       5.128674109271e-11       8.794496139640e-13      -1.572134065835e-12       0.000000000000e+00       5.305230043721e-16       2.689095125185e-17      -5.450714746232e-19 
 1787       5.115113427199e-11       8.789387055965e-13      -1.529497672358e-12       0.000000000000e+00       5.292556804459e-16       2.755675661012e-17      -8.029087298493e-19 
 1788       5.101308043191e-11       8.786929312101e-13      -1.487273310818e-12       0.000000000000e+00       5.279919330069e-16       2.822820866600e-17      -1.058877172204e-18 
 1789       5.087260418137e-11       8.787115850880e-13      -1.445480994760e-12       0.000000000000e+00       5.267317474002e-16       2.890509688611e-17      -1.312947327139e-18 
 1790       5.072973026400e-11       8.789939553543e-13      -1.404140821853e-12       0.000000000000e+00       5.254751088373e-16       2.958720974297e-17      -1.565089613661e-18 
 1791       5.058448355830e-11       8.795393239648e-13      -1.363272974006e-12       0.000000000000e+00       5.242220023962e-16       3.027433471351e-17      -1.815274344191e-18 
 1792       5.043689322451e-11       8.803464756440e-13      -1.322895663897e-12       0.000000000000e+00       5.229724140795e-16       3.096626231760e-17      -2.063475152831e-18 
 1793       5.028700518165e-11       8.814122203346e-13      -1.283018955991e-12       0.000000000000e+00       5.217263339988e-16       3.166279827225e-17      -2.309679311029e-18 
 1794       5.013486973274e-11       8.827328586626e-13      -1.243650895296e-12       0.000000000000e+00       5.204837532159e-16       3.236375143387e-17      -2.553877495875e-18 
 1795       4.998053742779e-11       8.843046718669e-13      -1.204799556404e-12       0.000000000000e+00       5.192446626863e-16       3.306892976604e-17      -2.796060369348e-18 
 1796       4.982405906413e-11       8.861239217700e-13      -1.166473043526e-12       0.000000000000e+00       5.180090532596e-16       3.377814033835e-17      -3.036218578300e-18 
 1797       4.966548568682e-11       8.881868507506e-13      -1.128679490539e-12       0.000000000000e+00       5.167769156788e-16       3.449118932509e-17      -3.274342754455e-18 
 1798       4.950486858892e-11       8.904896817145e-13      -1.091427061013e-12       0.000000000000e+00       5.155482405805e-16       3.520788200398e-17      -3.510423514397e-18 
 1799       4.934225931194e-11       8.930286180667e-13      -1.054723948259e-12       0.000000000000e+00       5.143230184943e-16       3.592802275494e-17      -3.744451459564e-18 
 1800       4.917770964611e-11       8.957998436830e-13      -1.018578375360e-12       0.000000000000e+00       5.131012398430e-16       3.665141505884e-17      -3.976417176241e-18 
 1801       4.901127163078e-11       8.987995228815e-13      -9.829985952148e-13       0.000000000000e+00       5.118828949422e-16       3.737786149618e-17      -4.206311235549e-18 
 1802       4.884299755477e-11       9.020238003942e-13      -9.479928905700e-13       0.000000000000e+00       5.106679740003e-16       3.810716374591e-17      -4.434124193441e-18 
 1803       4.867293995669e-11       9.054688013391e-13      -9.135695740635e-13       0.000000000000e+00       5.094564671180e-16       3.883912258410e-17      -4.659846590692e-18 
 1804       4.850115162536e-11       9.091306311913e-13      -8.797369882599e-13       0.000000000000e+00       5.082483642884e-16       3.957353788273e-17      -4.883468952891e-18 
 1805       4.832768560009e-11       9.130053757549e-13      -8.465035056895e-13       0.000000000000e+00       5.070436553968e-16       4.031020860840e-17      -5.104981790433e-18 
 1806       4.815259517109e-11       9.170891011348e-13      -8.138775288857e-13       0.000000000000e+00       5.058423302202e-16       4.104893282109e-17      -5.324375598515e-18 
 1807       4.797593387977e-11       9.213778537081e-13      -7.818674904241e-13       0.000000000000e+00       5.046443784276e-16       4.178950767289e-17      -5.541640857121e-18 
 1808       4.779775551916e-11       9.258676600958e-13      -7.504818529596e-13       0.000000000000e+00       5.034497895794e-16       4.253172940673e-17      -5.756768031022e-18 
 1809       4.761811413421e-11       9.305545271348e-13      -7.197291092655e-13       0.000000000000e+00       5.022585531275e-16       4.327539335516e-17      -5.969747569762e-18 
 1810       4.743706402216e-11       9.354344418490e-13      -6.896177822708e-13       0.000000000000e+00       5.010706584149e-16       4.402029393904e-17      -6.180569907653e-18 
 1811       4.725465973290e-11       9.405033714213e-13      -6.601564250987e-13       0.000000000000e+00       4.998860946756e-16       4.476622466630e-17      -6.389225463770e-18 
 1812       4.707095606933e-11       9.457572631652e-13      -6.313536211049e-13       0.000000000000e+00       4.987048510344e-16       4.551297813071e-17      -6.595704641934e-18 
 1813       4.688600808768e-11       9.511920444965e-13      -6.032179839152e-13       0.000000000000e+00       4.975269165069e-16       4.626034601057e-17      -6.799997830717e-18 
 1814       4.669987109791e-11       9.568036229048e-13      -5.757581574642e-13       0.000000000000e+00       4.963522799990e-16       4.700811906749e-17      -7.002095403422e-18 
 1815       4.651260066403e-11       9.625878859253e-13      -5.489828160330e-13       0.000000000000e+00       4.951809303069e-16       4.775608714510e-17      -7.201987718084e-18 
 1816       4.632425260446e-11       9.685407011103e-13      -5.229006642875e-13       0.000000000000e+00       4.940128561168e-16       4.850403916782e-17      -7.399665117456e-18 
 1817       4.613488299240e-11       9.746579160012e-13      -4.975204373164e-13       0.000000000000e+00       4.928480460049e-16       4.925176313958e-17      -7.595117929008e-18 
 1818       4.594454815616e-11       9.809353580997e-13      -4.728509006695e-13       0.000000000000e+00       4.916864884371e-16       4.999904614256e-17      -7.788336464910e-18 
 1819       4.575330467953e-11       9.873688348397e-13      -4.489008503958e-13       0.000000000000e+00       4.905281717688e-16       5.074567433595e-17      -7.979311022033e-18 
 1820       4.556120940214e-11       9.939541335591e-13      -4.256791130815e-13       0.000000000000e+00       4.893730842447e-16       5.149143295467e-17      -8.168031881937e-18 
 1821       4.536831941978e-11       1.000687021471e-12      -4.031945458881e-13       0.000000000000e+00       4.882212139987e-16       5.223610630811e-17      -8.354489310863e-18 
 1822       4.517469208480e-11       1.007563245636e-12      -3.814560365905e-13       0.000000000000e+00       4.870725490537e-16       5.297947777888e-17      -8.538673559725e-18 
 1823       4.498038500644e-11       1.014578532933e-12      -3.604725036156e-13       0.000000000000e+00       4.859270773212e-16       5.372132982156e-17      -8.720574864106e-18 
 1824       4.478545605115e-11       1.021728590031e-12      -3.402528960796e-13       0.000000000000e+00       4.847847866016e-16       5.446144396143e-17      -8.900183444244e-18 
